Read code,Read term,CALIBER category
Q213.11,Fetal distress in labour - liveborn,"Labour, delivery or condition at birth"
Q213000,Liveborn with labour abnormal heart beat,"Labour, delivery or condition at birth"
Q213100,Liveborn with labour hypoxia,"Labour, delivery or condition at birth"
Q213z00,Liveborn with labour fetal distress NOS,"Labour, delivery or condition at birth"
Q214.00,"Liveborn with fetal distress, unspecified","Labour, delivery or condition at birth"
Q214.11,"Fetal distress, unspecified when, liveborn","Labour, delivery or condition at birth"
Q214000,"Liveborn with abnormal heart beat, unspecified","Labour, delivery or condition at birth"
Q214100,"Liveborn with fetal hypoxia, unspecified","Labour, delivery or condition at birth"
Q214z00,Liveborn with unspecified fetal distress NOS,"Labour, delivery or condition at birth"
Q215.00,Severe birth asphyxia - apgar score less than 4 at 1 minute,"Labour, delivery or condition at birth"
Q215.11,White asphyxia,"Labour, delivery or condition at birth"
Q216.00,Mild to moderate birth asphyxia - apgar score 4-7 at 1 min,"Labour, delivery or condition at birth"
Q216.11,Blue asphyxia,"Labour, delivery or condition at birth"
Q21z.00,Liveborn with birth asphyxia NOS,"Labour, delivery or condition at birth"
Q21z.11,Anoxia in newborn NOS,"Labour, delivery or condition at birth"
Q21z.12,Hypoxia in newborn NOS,"Labour, delivery or condition at birth"
Q21z.13,Birth asphyxia,"Labour, delivery or condition at birth"
Q2y..00,"Other specified birth trauma, asphyxia or hypoxia","Labour, delivery or condition at birth"
Q2z..00,"Birth trauma, asphyxia or hypoxia NOS","Labour, delivery or condition at birth"
Qz...00,Perinatal conditions NOS,"Labour, delivery or condition at birth"
TE40000,Accident due to abandonment of newborn,"Labour, delivery or condition at birth"
Z22B400,Undiagnosed twin,"Labour, delivery or condition at birth"
Z238100,Uterus contracted,"Labour, delivery or condition at birth"
Z238111,Uterus well contracted,"Labour, delivery or condition at birth"
Z238211,Uterus not contracted,"Labour, delivery or condition at birth"
Z238212,Uterus lax,"Labour, delivery or condition at birth"
Z239.00,Observation of uterine contractions,"Labour, delivery or condition at birth"
Z239100,Uterine contractions present,"Labour, delivery or condition at birth"
Z239311,Uterine contractions stopped,"Labour, delivery or condition at birth"
Z239500,Uterine contractions problem,"Labour, delivery or condition at birth"
Z23A.00,Observation of pattern of uterine contractions,"Labour, delivery or condition at birth"
Z23A300,Regular uterine contractions,"Labour, delivery or condition at birth"
Z23A900,Moderate uterine contractions,"Labour, delivery or condition at birth"
Z23AA00,Fair uterine contractions,"Labour, delivery or condition at birth"
Z23AG00,Hypertonic lower uterine segment during labour,"Labour, delivery or condition at birth"
Z23AH00,Continuous contractions,"Labour, delivery or condition at birth"
Z23AI00,Hypertonic contractions,"Labour, delivery or condition at birth"
Z23AK00,Non-effective uterine contractions,"Labour, delivery or condition at birth"
Z23AM00,Painless uterine contractions,"Labour, delivery or condition at birth"
Z23AN00,Painful uterine contractions,"Labour, delivery or condition at birth"
Z23B211,Frequency of uterine contractions,"Labour, delivery or condition at birth"
Z23B600,Uterine contraction duration,"Labour, delivery or condition at birth"
Z23B900,Uterine contraction frequency,"Labour, delivery or condition at birth"
Z23G.00,Uterine observation in labour,"Labour, delivery or condition at birth"
Z24..00,Labour observations,"Labour, delivery or condition at birth"
Z241.00,Labour established,"Labour, delivery or condition at birth"
Z241100,Onset of labour induced,"Labour, delivery or condition at birth"
Z243100,First stage of labour established,"Labour, delivery or condition at birth"
Z243300,Progress of labour - first stage,"Labour, delivery or condition at birth"
Z243400,Rapid first stage of labour,"Labour, delivery or condition at birth"
Z243411,Rapid progress in first stage of labour,"Labour, delivery or condition at birth"
Z243600,Slow progress in first stage of labour,"Labour, delivery or condition at birth"
Z243800,First stage of labour problem,"Labour, delivery or condition at birth"
Z244400,Late onset of labour,"Labour, delivery or condition at birth"
Z244411,Postmature labour,"Labour, delivery or condition at birth"
Z244500,Relation of onset of labour to due date,"Labour, delivery or condition at birth"
Z245.00,Observation of blood loss in labour,"Labour, delivery or condition at birth"
Z246100,Duration of labour,"Labour, delivery or condition at birth"
Z246200,Onset of labour first stage,"Labour, delivery or condition at birth"
Z246211,Start of labour,"Labour, delivery or condition at birth"
Z246300,Onset of contractions,"Labour, delivery or condition at birth"
Z246311,Onset of labour pains,"Labour, delivery or condition at birth"
Z246400,Time contractions became regular,"Labour, delivery or condition at birth"
Z246600,Time rupture of membranes detected,"Labour, delivery or condition at birth"
Z246611,Time waters ruptured,"Labour, delivery or condition at birth"
Z246700,Onset of second stage of labour,"Labour, delivery or condition at birth"
Z246900,Duration of second stage of labour,"Labour, delivery or condition at birth"
Z248.00,Normal labour,"Labour, delivery or condition at birth"
Z249.00,Labour problem,"Labour, delivery or condition at birth"
Z25..00,Delivery observations,"Labour, delivery or condition at birth"
Z251.00,Mother delivered,"Labour, delivery or condition at birth"
Z253.12,Rate of delivery,"Labour, delivery or condition at birth"
Z253100,Slow rate of delivery,"Labour, delivery or condition at birth"
Z253211,Precipitate delivery,"Labour, delivery or condition at birth"
Z253300,Normal rate of delivery,"Labour, delivery or condition at birth"
Z254.00,Observation of pattern of delivery,"Labour, delivery or condition at birth"
Z254100,Deliveries by forceps - delivered,"Labour, delivery or condition at birth"
Z254200,Delivered by low forceps delivery,"Labour, delivery or condition at birth"
Z254300,Delivered by mid-cavity forceps delivery,"Labour, delivery or condition at birth"
Z254400,Deliveries by breech extraction,"Labour, delivery or condition at birth"
Z254500,Delivered by caesarean section - pregnancy at term,"Labour, delivery or condition at birth"
Z254700,Deliveries by vacuum extractor,"Labour, delivery or condition at birth"
Z254800,Deliveries by spontaneous breech delivery,"Labour, delivery or condition at birth"
Z254900,Vaginal delivery,"Labour, delivery or condition at birth"
Z254A00,Abnormal delivery,"Labour, delivery or condition at birth"
Z254B00,Brow delivery,"Labour, delivery or condition at birth"
Z254C00,Face delivery,"Labour, delivery or condition at birth"
Z254D00,Face to pubes birth,"Labour, delivery or condition at birth"
Z254E00,Multiple birth,"Labour, delivery or condition at birth"
Z254E11,Multiple birth delivery,"Labour, delivery or condition at birth"
Z255.00,Observation of second stage of labour,"Labour, delivery or condition at birth"
Z255400,Rapid second stage of labour,"Labour, delivery or condition at birth"
Z255700,Failure to progress in second stage of labour,"Labour, delivery or condition at birth"
Z255711,No progress with delivery,"Labour, delivery or condition at birth"
Z255B00,Desire to push,"Labour, delivery or condition at birth"
Z255D00,Ability to push in labour,"Labour, delivery or condition at birth"
Z255F00,Not pushing well in labour,"Labour, delivery or condition at birth"
Z256500,Delayed expulsion of placenta,"Labour, delivery or condition at birth"
Z257.00,Delivery normal,"Labour, delivery or condition at birth"
Z257.11,Normal delivery,"Labour, delivery or condition at birth"
Z257.12,Spontaneous vaginal delivery,"Labour, delivery or condition at birth"
Z257.13,SVD - Spontaneous vaginal delivery,"Labour, delivery or condition at birth"
Z257.14,FTND - Full term normal delivery,"Labour, delivery or condition at birth"
Z257.15,ND - Normal delivery,"Labour, delivery or condition at birth"
Z257100,Spontaneous vertex delivery,"Labour, delivery or condition at birth"
Z258.00,Delivery problem,"Labour, delivery or condition at birth"
Z262100,Size of placenta,"Labour, delivery or condition at birth"
Z262500,Observation of completeness of placenta,"Labour, delivery or condition at birth"
Z262700,Incomplete placenta at delivery,"Labour, delivery or condition at birth"
Z262711,Incomplete delivery of placenta,"Labour, delivery or condition at birth"
Z262A00,Placenta gritty,"Labour, delivery or condition at birth"
Z262M00,Placenta offensive odour,"Labour, delivery or condition at birth"
Z263400,Blood clots in membranes,"Labour, delivery or condition at birth"
Z263E00,Ruptured membranes,"Labour, delivery or condition at birth"
Z263E11,Waters broken,"Labour, delivery or condition at birth"
Z263E12,ROM - Ruptured membranes,"Labour, delivery or condition at birth"
Z263F00,Spontaneous forewater rupture of membranes,"Labour, delivery or condition at birth"
Z263G00,Spontaneous hindwater rupture of membranes,"Labour, delivery or condition at birth"
Z264.12,Observation of amniotic fluid,"Labour, delivery or condition at birth"
Z264800,Meconium stained liquor,"Labour, delivery or condition at birth"
Z264900,Old meconium staining liquor,"Labour, delivery or condition at birth"
Z264A00,Fresh meconium staining liquor,"Labour, delivery or condition at birth"
Z264B00,Thick meconium stained liquor,"Labour, delivery or condition at birth"
Z264C00,Bloodstained liquor,"Labour, delivery or condition at birth"
Z265800,Pulsation absent in prolapsed cord,"Labour, delivery or condition at birth"
Z265900,Umbilical cord not around baby's neck at delivery,"Labour, delivery or condition at birth"
ZV24000,[V]Examination immediately after delivery,"Labour, delivery or condition at birth"
ZV27.00,[V]Outcome of delivery,"Labour, delivery or condition at birth"
ZV27.11,[V]Live birth,"Labour, delivery or condition at birth"
ZV27.13,[V]Birth - type,"Labour, delivery or condition at birth"
ZV27000,[V]Single live birth,"Labour, delivery or condition at birth"
ZV27200,"[V]Twins, both live born","Labour, delivery or condition at birth"
ZV27500,"[V]Other multiple birth, all live born","Labour, delivery or condition at birth"
ZV27y00,[V]Other specified outcome of delivery,"Labour, delivery or condition at birth"
ZV27z00,[V]Unspecified delivery outcome,"Labour, delivery or condition at birth"
ZV3..00,[V]Healthy liveborn infants according to type of birth,"Labour, delivery or condition at birth"
ZV30000,"[V]Singleton, born in hospital","Labour, delivery or condition at birth"
ZV31.00,"[V]Twin, mate live born","Labour, delivery or condition at birth"
ZV31000,"[V]Twin, born in hospital, mate live born","Labour, delivery or condition at birth"
ZV31z00,"[V]Twin, mate liveborn, NOS","Labour, delivery or condition at birth"
ZV33000,"[V]Twin, unspecified, born in hospital","Labour, delivery or condition at birth"
ZV3z.00,[V]Unspecified birth,"Labour, delivery or condition at birth"
ZV3z000,"[V]Unspecified birth, born in hospital","Labour, delivery or condition at birth"
ZV3zz00,"[V]Unspecified birth, NOS","Labour, delivery or condition at birth"
